Validation,Normalization,Model,Threshold,Consecutive_Hits,Early_Tol_Frac,Late_Tol_Frac,Base_T_tol_early_Frac,Base_T_tol_late_Frac,Base_T_far_early_Frac,Base_T_far_late_Frac,Score,MAE,Mean_Delta,Missed_Alerts,Tol_Early_Rate,Tol_Late_Rate,Far_Early_Rate,Far_Late_Rate
Hold-out,MinMax,Logistic Regression,0.8,7,0.1,0.12,0.12,0.08,0.06,0.03,1946.5991858588393,8.707142857142857,-0.46428571428571275,2,35.7%,21.4%,21.4%,21.4%
Hold-out,MinMax,Logistic Regression,0.8,7,0.06,0.1,0.12,0.08,0.06,0.03,1946.5991858588393,8.707142857142857,-0.46428571428571275,2,35.7%,21.4%,21.4%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.06,0.08,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.06,0.12,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.08,0.08,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.06,0.12,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.08,0.1,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.08,0.12,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.06,0.1,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,Z-Score,Gradient Boosting,0.8,7,0.06,0.08,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.08,0.12,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.08,0.1,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.08,0.08,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,Gradient Boosting,0.8,7,0.06,0.1,0.12,0.08,0.06,0.03,1946.693779828855,5.9785714285714295,4.1071428571428585,2,28.6%,42.9%,7.1%,21.4%
Hold-out,MinMax,XGBoost,0.85,2,0.08,0.08,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.1,0.08,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.08,0.08,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.1,0.12,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.1,0.12,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.1,0.08,0.12,0.08,0.06,0.03,1949.212155989922,9.520000000000001,-1.8399999999999992,1,33.3%,20.0%,26.7%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.06,0.12,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.06,0.12,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
Hold-out,Z-Score,XGBoost,0.85,2,0.06,0.08,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
Hold-out,MinMax,XGBoost,0.85,2,0.06,0.08,0.12,0.08,0.06,0.03,1951.3604627278223,9.520000000000001,-1.8399999999999992,1,26.7%,20.0%,33.3%,20.0%
K-Fold (5),Z-Score,LightGBM,0.75,2,0.1,0.08,0.12,0.08,0.06,0.03,1954.487702832624,11.137500000000001,3.1374999999999993,0,37.5%,18.8%,6.2%,37.5%
Hold-out,MinMax,Random Forest,0.75,5,0.1,0.08,0.12,0.08,0.06,0.03,1954.6475146509517,8.186666666666666,-2.6666666666666647,1,40.0%,26.7%,20.0%,13.3%
K-Fold (5),MinMax,LightGBM,0.75,2,0.1,0.08,0.12,0.08,0.06,0.03,1954.7348113396847,11.156250000000002,3.21875,0,31.2%,25.0%,6.2%,37.5%
Hold-out,Z-Score,Random Forest,0.8,5,0.1,0.08,0.12,0.08,0.06,0.03,1955.0034409844739,8.186666666666666,-2.1866666666666648,1,40.0%,26.7%,20.0%,13.3%
Hold-out,Z-Score,Random Forest,0.8,5,0.08,0.08,0.12,0.08,0.06,0.03,1955.0034409844739,8.186666666666666,-2.1866666666666648,1,40.0%,26.7%,20.0%,13.3%
Hold-out,Z-Score,Random Forest,0.8,5,0.06,0.08,0.12,0.08,0.06,0.03,1955.0034409844739,8.186666666666666,-2.1866666666666648,1,40.0%,26.7%,20.0%,13.3%
Hold-out,MinMax,Random Forest,0.75,5,0.08,0.08,0.12,0.08,0.06,0.03,1956.718720987664,8.186666666666666,-2.6666666666666647,1,33.3%,26.7%,26.7%,13.3%
Hold-out,MinMax,Random Forest,0.75,5,0.06,0.08,0.12,0.08,0.06,0.03,1956.718720987664,8.186666666666666,-2.6666666666666647,1,33.3%,26.7%,26.7%,13.3%
K-Fold (5),Z-Score,LightGBM,0.75,2,0.08,0.08,0.12,0.08,0.06,0.03,1957.0653056325266,11.137500000000001,3.1374999999999993,0,31.2%,18.8%,12.5%,37.5%
K-Fold (5),MinMax,LightGBM,0.75,2,0.08,0.08,0.12,0.08,0.06,0.03,1958.0397509305897,11.156250000000002,3.21875,0,25.0%,25.0%,12.5%,37.5%
K-Fold (5),Z-Score,LightGBM,0.75,2,0.06,0.08,0.12,0.08,0.06,0.03,1959.148491651064,11.137500000000001,3.1374999999999993,0,25.0%,18.8%,18.8%,37.5%
Hold-out,Z-Score,XGBoost,0.9,2,0.1,0.12,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.1,0.1,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.1,0.08,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.08,0.12,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.08,0.1,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.08,0.08,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.08,0.08,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.1,0.1,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.1,0.12,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.08,0.1,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.08,0.12,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.1,0.08,0.12,0.08,0.06,0.03,1959.5698480563874,8.193333333333332,-0.01999999999999981,1,20.0%,40.0%,20.0%,20.0%
K-Fold (5),MinMax,LightGBM,0.75,2,0.06,0.08,0.12,0.08,0.06,0.03,1960.1229369491273,11.156250000000002,3.21875,0,18.8%,25.0%,18.8%,37.5%
Hold-out,MinMax,XGBoost,0.9,2,0.06,0.12,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.06,0.08,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.06,0.08,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.06,0.1,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
Hold-out,MinMax,XGBoost,0.9,2,0.06,0.1,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
Hold-out,Z-Score,XGBoost,0.9,2,0.06,0.12,0.12,0.08,0.06,0.03,1962.8562320546068,8.193333333333332,-0.01999999999999981,1,6.7%,40.0%,33.3%,20.0%
K-Fold (5),MinMax,Gradient Boosting,0.7,3,0.08,0.08,0.12,0.08,0.06,0.03,1965.0376295652422,9.481250000000001,4.943750000000001,0,25.0%,31.2%,6.2%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,3,0.08,0.08,0.12,0.08,0.06,0.03,1965.0376295652422,9.481250000000001,4.943750000000001,0,25.0%,31.2%,6.2%,37.5%
K-Fold (5),MinMax,Gradient Boosting,0.7,3,0.1,0.08,0.12,0.08,0.06,0.03,1965.0376295652422,9.481250000000001,4.943750000000001,0,25.0%,31.2%,6.2%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,3,0.1,0.08,0.12,0.08,0.06,0.03,1965.0376295652422,9.481250000000001,4.943750000000001,0,25.0%,31.2%,6.2%,37.5%
K-Fold (5),Z-Score,Gradient Boosting,0.7,3,0.06,0.08,0.12,0.08,0.06,0.03,1967.1208155837799,9.481250000000001,4.943750000000001,0,18.8%,31.2%,12.5%,37.5%
K-Fold (5),MinMax,Gradient Boosting,0.7,3,0.06,0.08,0.12,0.08,0.06,0.03,1967.1208155837799,9.481250000000001,4.943750000000001,0,18.8%,31.2%,12.5%,37.5%
K-Fold (5),Z-Score,LightGBM,0.8,2,0.1,0.08,0.12,0.08,0.06,0.03,1967.6482390106949,10.793750000000001,4.09375,0,37.5%,12.5%,6.2%,43.8%
K-Fold (5),Z-Score,LightGBM,0.8,2,0.08,0.08,0.12,0.08,0.06,0.03,1967.6482390106949,10.793750000000001,4.09375,0,37.5%,12.5%,6.2%,43.8%
K-Fold (5),Z-Score,LightGBM,0.8,2,0.06,0.08,0.12,0.08,0.06,0.03,1969.801129031878,10.793750000000001,4.09375,0,31.2%,12.5%,12.5%,43.8%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1972.259477593885,9.112500000000002,6.525,0,31.2%,37.5%,0.0%,31.2%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1972.259477593885,9.112500000000002,6.525,0,31.2%,37.5%,0.0%,31.2%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.1,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.06,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.08,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.06,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.08,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.1,0.1,0.12,0.08,0.06,0.03,1972.4046441519374,8.850000000000001,6.5,0,25.0%,43.8%,0.0%,31.2%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1973.723138490158,9.112500000000002,6.525,0,25.0%,37.5%,6.2%,31.2%
K-Fold (5),MinMax,LightGBM,0.85,2,0.08,0.12,0.12,0.08,0.06,0.03,1983.5547417728294,8.731250000000001,7.081250000000001,0,31.2%,43.8%,0.0%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.08,0.1,0.12,0.08,0.06,0.03,1983.5547417728294,8.731250000000001,7.081250000000001,0,31.2%,43.8%,0.0%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.1,0.1,0.12,0.08,0.06,0.03,1983.5547417728294,8.731250000000001,7.081250000000001,0,31.2%,43.8%,0.0%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.1,0.12,0.12,0.08,0.06,0.03,1983.5547417728294,8.731250000000001,7.081250000000001,0,31.2%,43.8%,0.0%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.06,0.1,0.12,0.08,0.06,0.03,1985.0184026691022,8.731250000000001,7.081250000000001,0,25.0%,43.8%,6.2%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.06,0.12,0.12,0.08,0.06,0.03,1985.0184026691022,8.731250000000001,7.081250000000001,0,25.0%,43.8%,6.2%,25.0%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.1,0.08,0.12,0.08,0.06,0.03,2002.8506899764766,9.112500000000002,6.525,0,31.2%,25.0%,0.0%,43.8%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.08,0.08,0.12,0.08,0.06,0.03,2002.8506899764766,9.112500000000002,6.525,0,31.2%,25.0%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.1,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.08,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),MinMax,Gradient Boosting,0.75,3,0.06,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.1,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.06,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,Gradient Boosting,0.75,3,0.08,0.08,0.12,0.08,0.06,0.03,2003.9276181960852,8.850000000000001,6.5,0,25.0%,31.2%,0.0%,43.8%
K-Fold (5),Z-Score,LightGBM,0.85,2,0.06,0.08,0.12,0.08,0.06,0.03,2004.3143508727496,9.112500000000002,6.525,0,25.0%,25.0%,6.2%,43.8%
K-Fold (5),MinMax,LightGBM,0.8,2,0.1,0.12,0.12,0.08,0.06,0.03,2012.993478015706,10.793750000000001,4.143750000000001,0,31.2%,37.5%,6.2%,25.0%
K-Fold (5),MinMax,LightGBM,0.8,2,0.1,0.1,0.12,0.08,0.06,0.03,2012.993478015706,10.793750000000001,4.143750000000001,0,31.2%,37.5%,6.2%,25.0%
K-Fold (5),MinMax,LightGBM,0.8,2,0.08,0.12,0.12,0.08,0.06,0.03,2015.5209146467537,10.793750000000001,4.143750000000001,0,25.0%,37.5%,12.5%,25.0%
K-Fold (5),MinMax,LightGBM,0.8,2,0.08,0.1,0.12,0.08,0.06,0.03,2015.5209146467537,10.793750000000001,4.143750000000001,0,25.0%,37.5%,12.5%,25.0%
K-Fold (5),MinMax,LightGBM,0.8,2,0.06,0.12,0.12,0.08,0.06,0.03,2015.5209146467537,10.793750000000001,4.143750000000001,0,25.0%,37.5%,12.5%,25.0%
K-Fold (5),MinMax,LightGBM,0.8,2,0.06,0.1,0.12,0.08,0.06,0.03,2015.5209146467537,10.793750000000001,4.143750000000001,0,25.0%,37.5%,12.5%,25.0%
K-Fold (5),MinMax,LightGBM,0.85,2,0.1,0.08,0.12,0.08,0.06,0.03,2028.1553056864873,8.731250000000001,7.081250000000001,0,31.2%,25.0%,0.0%,43.8%
K-Fold (5),MinMax,LightGBM,0.85,2,0.08,0.08,0.12,0.08,0.06,0.03,2028.1553056864873,8.731250000000001,7.081250000000001,0,31.2%,25.0%,0.0%,43.8%
K-Fold (5),MinMax,LightGBM,0.85,2,0.06,0.08,0.12,0.08,0.06,0.03,2029.61896658276,8.731250000000001,7.081250000000001,0,25.0%,25.0%,6.2%,43.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.1,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.06,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.08,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.08,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.06,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.06,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.06,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.1,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.08,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.08,0.12,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.1,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.1,0.1,0.12,0.08,0.06,0.03,2031.9304661552885,7.374999999999998,0.5125000000000006,0,37.5%,31.2%,12.5%,18.8%
Hold-out,MinMax,XGBoost,0.5,10,0.08,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.06,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.06,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.06,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.08,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.08,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.1,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.08,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.1,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.1,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.1,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.1,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.08,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.08,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.06,0.12,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,XGBoost,0.5,10,0.1,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.06,0.1,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,Z-Score,XGBoost,0.5,10,0.06,0.08,0.12,0.08,0.06,0.03,2040.2986946939586,7.80625,-2.681249999999999,0,50.0%,18.8%,18.8%,12.5%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.08,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.06,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.08,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.06,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,Z-Score,Gradient Boosting,0.65,7,0.1,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,MinMax,Gradient Boosting,0.65,7,0.1,0.08,0.12,0.08,0.06,0.03,2043.7146384838945,7.374999999999998,0.5125000000000006,0,37.5%,25.0%,12.5%,25.0%
Hold-out,Z-Score,LightGBM,0.7,7,0.06,0.1,0.12,0.08,0.06,0.03,2045.2550998061026,8.52,-1.3199999999999983,1,33.3%,33.3%,20.0%,13.3%
Hold-out,Z-Score,LightGBM,0.7,7,0.06,0.12,0.12,0.08,0.06,0.03,2045.2550998061026,8.52,-1.3199999999999983,1,33.3%,33.3%,20.0%,13.3%
Hold-out,Z-Score,LightGBM,0.7,7,0.06,0.08,0.12,0.08,0.06,0.03,2045.2550998061026,8.52,-1.3199999999999983,1,33.3%,33.3%,20.0%,13.3%
Hold-out,Z-Score,LightGBM,0.7,7,0.08,0.08,0.12,0.08,0.06,0.03,2045.2550998061026,8.52,-1.3199999999999983,1,33.3%,33.3%,20.0%,13.3%
